HR01;HR02;Suma;Suma_Eduardo;Check
4;16;22;22;0
3;13;18;18;0
3;22;23;23;0
4;11;19;19;0
6;14;24;24;0
3;11;20;20;0
5;16;27;27;0
1;12;21;21;0
2;16;13;13;0
4;20;25;25;0
4;24;16;16;0
2;10;22;22;0
4;19;19;19;0
3;21;17;17;0
6;12;23;23;0
3;12;20;20;0
2;16;16;16;0
5;26;15;15;0
2;15;9;9;0
4;10;16;16;0
6;16;15;15;0
4;16;24;24;0
2;14;17;17;0
2;16;15;15;0
2;16;21;21;0
2;14;13;13;0
2;16;19;19;0
1;16;18;18;0
5;17;30;30;0
3;11;21;21;0
3;17;19;19;0
2;15;16;16;0
4;24;17;17;0
4;18;15;15;0
1;15;11;11;0
2;20;16;16;0
4;15;20;20;0
1;18;19;19;0
2;17;12;12;0
2;22;22;22;0
4;20;22;22;0
3;11;14;14;0
6;21;16;16;0
6;12;24;24;0
1;20;19;19;0
4;15;17;17;0
5;14;21;21;0
1;17;16;16;0
8;17;21;21;0
1;14;11;11;0
1;10;15;15;0
1;7;12;12;0
6;12;18;18;0
2;9;18;18;0
5;20;20;20;0
3;15;21;21;0
3;13;12;12;0
1;19;13;13;0
4;11;10;10;0
4;17;13;13;0
4;17;16;16;0
3;25;22;22;0
5;18;16;16;0
3;16;11;11;0
1;14;17;17;0
1;13;18;18;0
2;11;15;15;0
4;10;18;18;0
3;14;19;19;0
3;16;24;24;0
2;18;13;13;0
4;10;17;17;0
0;20;13;13;0
2;18;25;25;0
1;11;12;12;0
3;10;12;12;0
2;18;25;25;0
2;18;12;12;0
4;13;19;19;0
5;16;18;18;0
2;15;19;19;0
0;13;12;12;0
3;10;22;22;0
1;14;10;10;0
0;11;14;14;0
2;12;15;15;0
1;16;11;11;0
2;15;9;9;0
5;18;20;20;0
1;9;18;18;0
3;12;16;16;0
2;6;14;14;0
1;9;17;17;0
1;12;19;19;0
4;19;18;18;0
4;11;20;20;0
2;8;12;12;0
1;16;20;20;0
1;17;16;16;0
2;13;17;17;0
2;14;14;14;0
2;16;14;14;0
2;21;14;14;0
3;11;11;11;0
3;13;21;21;0
3;13;14;14;0
2;23;13;13;0
3;11;16;16;0
3;9;12;12;0
0;23;10;10;0
4;10;22;22;0
2;15;13;13;0
5;13;16;16;0
2;17;11;11;0
3;12;10;10;0
1;19;11;11;0
2;9;19;19;0
7;14;18;18;0
1;13;15;15;0
0;10;12;12;0
5;7;23;23;0
2;15;13;13;0
4;17;14;14;0
0;13;11;11;0
2;12;17;17;0
5;16;15;15;0
2;18;22;22;0
2;14;12;12;0
5;16;15;15;0
4;10;23;23;0
0;19;10;10;0
0;15;12;12;0
1;15;15;15;0
2;12;10;10;0
5;12;15;15;0
2;12;15;15;0
1;8;19;19;0
2;18;11;11;0
4;11;16;16;0
3;11;15;15;0
0;13;7;7;0
3;9;19;19;0
2;10;18;18;0
2;18;15;15;0
3;11;13;13;0
4;11;24;24;0
7;9;14;14;0
2;7;14;14;0
2;10;22;22;0
1;17;17;17;0
2;11;15;15;0
3;14;18;18;0
2;12;14;14;0
1;18;12;12;0
1;11;16;16;0
4;10;17;17;0
1;11;12;12;0
2;15;14;14;0
1;10;13;13;0
3;20;15;15;0
3;10;10;10;0
0;10;8;8;0
1;19;13;13;0
1;10;14;14;0
1;12;19;19;0
3;14;21;21;0
5;8;18;18;0
7;10;16;16;0
4;13;20;20;0
1;18;12;12;0
1;9;8;8;0
2;12;10;10;0
0;12;8;8;0
3;7;13;13;0
0;16;13;13;0
3;16;16;16;0
4;13;9;9;0
2;10;14;14;0
2;20;13;13;0
1;7;8;8;0
4;12;13;13;0
2;20;17;17;0
1;16;10;10;0
1;13;11;11;0
1;15;15;15;0
2;12;9;9;0
1;11;10;10;0
0;15;10;10;0
3;13;17;17;0
3;11;12;12;0
0;12;12;12;0
2;12;12;12;0
4;12;16;16;0
1;7;13;13;0
4;8;18;18;0
4;12;20;20;0
0;13;8;8;0
1;18;12;12;0
2;18;10;10;0
1;13;16;16;0
1;9;7;7;0
2;16;11;11;0
3;11;14;14;0
2;7;12;12;0
3;8;11;11;0
1;8;14;14;0
1;10;14;14;0
3;13;14;14;0
0;13;9;9;0
3;5;11;11;0
1;12;15;15;0
0;11;9;9;0
2;7;15;15;0
0;9;7;7;0
3;15;17;17;0
1;9;10;10;0
1;10;7;7;0
0;14;10;10;0
2;7;12;12;0
2;9;13;13;0
0;10;10;10;0
1;14;15;15;0
4;9;13;13;0
3;12;20;20;0
2;10;9;9;0
3;12;11;11;0
1;12;18;18;0
1;14;15;15;0
2;16;18;18;0
0;8;16;16;0
1;11;17;17;0
3;8;16;16;0
5;15;18;18;0
3;6;12;12;0
0;9;18;18;0
0;11;7;7;0
2;10;17;17;0
1;8;15;15;0
1;13;12;12;0
2;13;21;21;0
1;11;16;16;0
0;9;16;16;0
0;8;6;6;0
1;14;13;13;0
0;9;10;10;0
2;13;7;7;0
1;7;8;8;0
3;14;9;9;0
4;9;14;14;0
1;6;10;10;0
2;10;16;16;0
0;10;13;13;0
5;11;15;15;0
2;10;19;19;0
1;14;11;11;0
3;9;12;12;0
1;17;8;8;0
1;7;10;10;0
0;8;11;11;0
0;17;10;10;0
2;14;9;9;0
3;16;13;13;0
1;16;11;11;0
3;16;15;15;0
0;13;8;8;0
3;13;22;22;0
1;9;11;11;0
1;18;22;22;0
1;7;12;12;0
3;15;12;12;0
0;14;9;9;0
1;11;9;9;0
5;19;17;17;0
0;15;12;12;0
0;16;9;9;0
0;6;19;19;0
0;12;7;7;0
4;10;16;16;0
2;5;20;20;0
1;7;10;10;0
0;6;11;11;0
3;10;18;18;0
1;9;20;20;0
2;14;8;8;0
1;13;9;9;0
2;10;19;19;0
1;17;8;8;0
0;10;14;14;0
1;9;10;10;0
1;7;11;11;0
1;9;13;13;0
4;11;20;20;0
1;10;15;15;0
0;7;6;6;0
1;10;13;13;0
2;10;12;12;0
0;12;14;14;0
1;8;17;17;0
3;19;16;16;0
2;10;9;9;0
1;21;13;13;0
0;11;10;10;0
1;9;10;10;0
1;9;18;18;0
0;8;8;8;0
0;12;9;9;0
0;12;9;9;0
2;9;8;8;0
3;19;16;16;0
3;7;9;9;0
3;12;9;9;0
1;18;16;16;0
0;9;12;12;0
0;11;12;12;0
0;15;13;13;0
3;19;11;11;0
0;6;15;15;0
0;8;7;7;0
0;17;10;10;0
1;7;12;12;0
2;14;7;7;0
1;9;10;10;0
0;10;4;4;0
1;12;14;14;0
0;16;9;9;0
1;14;10;10;0
3;6;13;13;0
2;12;12;12;0
1;10;11;11;0
2;14;16;16;0
1;16;9;9;0
2;13;15;15;0
0;7;6;6;0
2;12;10;10;0
0;10;11;11;0
0;9;9;9;0
0;17;8;8;0
1;8;11;11;0
3;9;15;15;0
3;9;12;12;0
1;6;9;9;0
2;13;16;16;0
0;6;10;10;0
1;6;9;9;0
1;15;7;7;0
2;12;10;10;0
0;12;10;10;0
1;13;9;9;0
1;8;12;12;0
3;15;12;12;0
2;7;13;13;0
1;10;8;8;0
3;11;18;18;0
2;5;17;17;0
0;9;11;11;0
3;4;15;15;0
3;13;15;15;0
2;9;7;7;0
2;9;8;8;0
2;10;12;12;0
1;10;13;13;0
0;10;10;10;0
0;14;11;11;0
0;8;9;9;0
1;13;8;8;0
1;6;10;10;0
0;8;13;13;0
1;11;10;10;0
0;9;13;13;0
1;8;14;14;0
1;10;8;8;0
0;12;5;5;0
0;9;14;14;0
0;8;10;10;0
1;14;11;11;0
0;10;17;17;0
1;8;11;11;0
3;6;11;11;0
1;8;8;8;0
1;10;10;10;0
1;8;14;14;0
0;11;15;15;0
1;9;6;6;0
1;11;6;6;0
0;7;7;7;0
1;15;11;11;0
1;15;10;10;0
2;11;13;13;0
1;12;8;8;0
0;12;14;14;0
0;5;11;11;0
0;6;7;7;0
2;10;14;14;0
2;12;13;13;0
0;10;6;6;0
0;11;14;14;0
0;9;16;16;0
1;7;9;9;0
1;9;9;9;0
0;13;7;7;0
1;9;11;11;0
1;13;11;11;0
0;13;4;4;0
0;7;8;8;0
2;5;8;8;0
2;14;8;8;0
1;10;13;13;0
3;10;16;16;0
0;17;10;10;0
0;10;5;5;0
0;8;10;10;0
0;7;9;9;0
1;9;9;9;0
0;13;11;11;0
1;15;11;11;0
0;5;9;9;0
2;5;11;11;0
0;7;9;9;0
1;10;12;12;0
1;9;18;18;0
2;11;7;7;0
0;7;10;10;0
0;14;14;14;0
1;11;8;8;0
1;7;6;6;0
2;12;11;11;0
2;11;13;13;0
1;6;13;13;0
0;14;7;7;0
1;16;9;9;0
0;8;12;12;0
1;8;12;12;0
0;7;8;8;0
1;10;13;13;0
0;10;7;7;0
2;4;14;14;0
1;8;9;9;0
1;6;13;13;0
1;6;12;12;0
0;12;8;8;0
0;13;10;10;0
1;10;11;11;0
0;5;1;1;0
1;10;7;7;0
2;9;14;14;0
0;8;9;9;0
0;11;10;10;0
1;10;9;9;0
1;9;9;9;0
0;9;16;16;0
0;9;8;8;0
1;11;9;9;0
3;17;13;13;0
1;5;17;17;0
0;10;9;9;0
1;14;14;14;0
3;7;13;13;0
1;5;7;7;0
1;9;14;14;0
1;11;10;10;0
0;12;7;7;0
1;7;3;3;0
3;8;11;11;0
1;12;10;10;0
1;11;7;7;0
0;8;8;8;0
0;12;11;11;0
1;7;11;11;0
1;12;4;4;0
2;8;5;5;0
3;12;13;13;0
0;11;12;12;0
1;8;16;16;0
1;10;11;11;0
0;10;13;13;0
1;1;7;7;0
2;6;11;11;0
0;12;11;11;0
0;9;9;9;0
0;10;12;12;0
0;8;10;10;0
1;8;14;14;0
3;16;14;14;0
3;8;12;12;0
1;8;11;11;0
0;10;14;14;0
0;16;8;8;0
0;9;10;10;0
0;13;4;4;0
0;10;8;8;0
1;6;14;14;0
1;13;11;11;0
0;9;8;8;0
1;7;10;10;0
0;2;3;3;0
0;8;9;9;0
0;9;9;9;0
1;6;15;15;0
0;8;9;9;0
0;11;15;15;0
0;10;6;6;0
1;3;11;11;0
0;3;5;5;0
0;10;10;10;0
1;12;11;11;0
3;15;9;9;0
1;10;8;8;0
1;13;9;9;0
0;6;10;10;0
0;9;9;9;0
2;11;12;12;0
1;9;10;10;0
1;12;11;11;0
0;10;11;11;0
1;13;8;8;0
0;11;12;12;0
1;9;13;13;0
1;10;10;10;0
0;14;9;9;0
1;8;6;6;0
0;10;9;9;0
0;4;6;6;0
3;8;7;7;0
2;13;9;9;0
1;10;8;8;0
1;8;13;13;0
0;9;10;10;0
0;3;8;8;0
1;9;5;5;0
0;9;11;11;0
0;14;7;7;0
1;9;4;4;0
0;15;4;4;0
1;6;14;14;0
2;10;8;8;0
0;5;12;12;0
1;10;13;13;0
0;10;8;8;0
0;6;3;3;0
0;7;8;8;0
1;8;8;8;0
2;10;7;7;0
2;9;10;10;0
0;10;12;12;0
4;9;13;13;0
0;10;8;8;0
1;11;11;11;0
2;7;5;5;0
2;12;11;11;0
0;12;11;11;0
0;9;6;6;0
0;9;9;9;0
2;5;7;7;0
0;9;11;11;0
0;6;5;5;0
0;4;10;10;0
0;7;8;8;0
0;7;5;5;0
1;12;8;8;0
0;10;4;4;0
1;8;9;9;0
0;4;9;9;0
0;11;7;7;0
1;7;10;10;0
0;3;13;13;0
2;4;7;7;0
0;13;8;8;0
0;6;6;6;0
2;12;12;12;0
0;12;6;6;0
0;8;5;5;0
0;3;9;9;0
1;8;9;9;0
0;7;6;6;0
2;5;10;10;0
1;8;12;12;0
0;12;6;6;0
0;9;7;7;0
0;8;8;8;0
0;10;13;13;0
2;3;8;8;0
0;9;10;10;0
0;11;7;7;0
1;6;4;4;0
0;9;7;7;0
0;5;3;3;0
0;11;8;8;0
0;5;7;7;0
0;10;14;14;0
1;8;10;10;0
2;5;12;12;0
2;7;12;12;0
0;4;9;9;0
0;8;11;11;0
0;9;4;4;0
1;7;15;15;0
1;9;4;4;0
0;13;6;6;0
0;5;12;12;0
2;8;10;10;0
0;6;10;10;0
2;10;9;9;0
1;6;2;2;0
1;5;7;7;0
2;9;6;6;0
1;8;10;10;0
0;6;8;8;0
1;8;10;10;0
1;11;6;6;0
0;6;9;9;0
1;7;8;8;0
1;8;10;10;0
0;13;5;5;0
1;6;7;7;0
1;10;11;11;0
1;7;8;8;0
0;3;2;2;0
0;7;6;6;0
0;3;8;8;0
2;8;8;8;0
0;7;8;8;0
0;14;5;5;0
1;9;6;6;0
0;10;7;7;0
1;10;4;4;0
0;9;3;3;0
0;11;8;8;0
1;4;3;3;0
0;14;9;9;0
0;3;7;7;0
1;6;6;6;0
3;12;17;17;0
0;8;10;10;0
1;10;8;8;0
2;7;13;13;0
2;1;8;8;0
2;6;6;6;0
0;4;6;6;0
0;9;5;5;0
2;8;13;13;0
1;9;10;10;0
1;5;3;3;0
0;9;4;4;0
0;7;6;6;0
0;9;2;2;0
0;5;9;9;0
0;6;9;9;0
1;10;5;5;0
0;7;6;6;0
0;2;7;7;0
0;6;10;10;0
0;8;3;3;0
1;6;10;10;0
1;8;13;13;0
0;5;7;7;0
0;5;8;8;0
0;7;8;8;0
2;3;7;7;0
0;3;5;5;0
1;8;10;10;0
0;2;2;2;0
0;9;4;4;0
0;7;6;6;0
1;5;9;9;0
1;14;10;10;0
1;10;6;6;0
0;7;7;7;0
0;11;7;7;0
1;6;8;8;0
0;4;9;9;0
0;6;8;8;0
1;5;7;7;0
1;11;9;9;0
0;9;8;8;0
1;2;4;4;0
0;4;9;9;0
0;6;6;6;0
1;2;13;13;0
0;9;9;9;0
0;9;5;5;0
0;4;4;4;0
0;6;2;2;0
1;7;11;11;0
0;10;8;8;0
1;3;5;5;0
0;9;3;3;0
1;12;11;11;0
0;7;7;7;0
1;8;7;7;0
1;8;10;10;0
0;5;7;7;0
0;5;5;5;0
0;9;6;6;0
0;2;4;4;0
0;4;6;6;0
0;6;9;9;0
0;8;14;14;0
0;9;8;8;0
1;5;8;8;0
0;7;4;4;0
1;7;4;4;0
0;7;6;6;0
0;9;4;4;0
1;8;6;6;0
0;6;11;11;0
1;8;6;6;0
0;8;11;11;0
1;3;5;5;0
1;9;10;10;0
0;6;14;14;0
0;12;10;10;0
0;9;7;7;0
0;5;6;6;0
2;4;10;10;0
0;2;10;10;0
0;10;3;3;0
1;8;10;10;0
1;4;3;3;0
0;3;7;7;0
0;10;9;9;0
0;7;10;10;0
1;6;12;12;0
1;9;8;8;0
0;7;11;11;0
0;5;4;4;0
0;6;5;5;0
0;4;11;11;0
0;6;8;8;0
0;9;2;2;0
4;14;8;8;0
0;8;4;4;0
0;7;6;6;0
0;4;7;7;0
1;3;8;8;0
0;6;10;10;0
0;4;6;6;0
1;5;7;7;0
1;11;14;14;0
0;5;8;8;0
0;11;8;8;0
0;4;4;4;0
0;9;6;6;0
0;14;5;5;0
0;10;3;3;0
0;7;7;7;0
1;6;3;3;0
3;8;5;5;0
1;10;13;13;0
0;3;12;12;0
0;9;4;4;0
0;2;6;6;0
2;7;7;7;0
0;9;8;8;0
0;10;8;8;0
0;11;4;4;0
1;7;5;5;0
0;11;7;7;0
0;4;9;9;0
0;5;4;4;0
0;11;6;6;0
0;8;7;7;0
1;2;8;8;0
1;4;3;3;0
0;4;10;10;0
1;6;6;6;0
0;7;4;4;0
1;7;8;8;0
0;10;7;7;0
0;6;5;5;0
0;6;8;8;0
1;13;6;6;0
0;8;6;6;0
0;8;6;6;0
2;4;13;13;0
1;6;5;5;0
0;5;4;4;0
1;3;4;4;0
1;7;8;8;0
0;2;6;6;0
0;2;5;5;0
2;12;8;8;0
2;12;8;8;0
0;4;7;7;0
1;6;7;7;0
2;5;6;6;0
1;8;11;11;0
1;8;5;5;0
0;4;8;8;0
1;4;9;9;0
0;7;6;6;0
0;9;5;5;0
1;4;6;6;0
0;6;6;6;0
0;7;7;7;0
1;7;9;9;0
1;2;6;6;0
0;10;9;9;0
0;5;10;10;0
1;4;5;5;0
0;7;6;6;0
0;7;5;5;0
0;5;8;8;0
0;8;8;8;0
1;5;6;6;0
0;6;4;4;0
0;6;10;10;0
0;11;4;4;0
0;4;10;10;0
2;4;5;5;0
0;3;7;7;0
0;7;7;7;0
0;6;4;4;0
0;5;3;3;0
0;6;6;6;0
0;6;9;9;0
0;7;5;5;0
0;6;6;6;0
0;4;7;7;0
0;10;4;4;0
3;4;7;7;0
0;8;8;8;0
0;8;11;11;0
1;6;7;7;0
0;5;9;9;0
0;5;4;4;0
1;6;7;7;0
0;7;5;5;0
1;8;7;7;0
0;5;2;2;0
0;9;5;5;0
0;10;3;3;0
0;4;12;12;0
1;6;7;7;0
1;5;3;3;0
1;8;5;5;0
0;8;10;10;0
2;5;5;5;0
1;4;6;6;0
1;10;8;8;0
0;4;3;3;0
0;10;5;5;0
0;3;4;4;0
0;7;3;3;0
0;7;11;11;0
1;4;6;6;0
1;3;6;6;0
0;6;6;6;0
0;9;8;8;0
0;5;9;9;0
0;6;5;5;0
0;7;6;6;0
0;4;6;6;0
1;4;5;5;0
0;8;4;4;0
0;11;8;8;0
0;6;4;4;0
0;9;3;3;0
0;4;7;7;0
0;6;2;2;0
0;5;5;5;0
0;6;1;1;0
2;2;9;9;0
0;5;5;5;0
1;3;5;5;0
0;12;6;6;0
1;6;7;7;0
0;2;5;5;0
0;4;6;6;0
0;10;2;2;0
0;3;4;4;0
0;5;4;4;0
0;7;3;3;0
1;3;6;6;0
1;5;9;9;0
1;4;9;9;0
1;3;7;7;0
0;11;3;3;0
0;5;3;3;0
0;5;7;7;0
1;6;7;7;0
0;8;9;9;0
0;9;6;6;0
0;5;3;3;0
0;6;7;7;0
1;6;7;7;0
0;4;5;5;0
2;4;9;9;0
0;8;9;9;0
1;4;4;4;0
0;3;2;2;0
1;7;5;5;0
1;2;11;11;0
0;5;2;2;0
0;1;7;7;0
1;7;10;10;0
0;5;7;7;0
0;4;11;11;0
1;6;7;7;0
0;6;3;3;0
1;5;9;9;0
0;6;4;4;0
0;2;8;8;0
0;4;4;4;0
0;4;5;5;0
3;3;8;8;0
1;5;2;2;0
0;8;2;2;0
0;8;4;4;0
0;6;3;3;0
0;3;8;8;0
0;3;6;6;0
0;7;3;3;0
0;6;3;3;0
0;9;3;3;0
0;6;5;5;0
0;3;4;4;0
1;7;6;6;0
1;6;4;4;0
0;5;6;6;0
0;7;4;4;0
0;9;10;10;0
0;3;2;2;0
0;2;5;5;0
0;4;8;8;0
0;10;3;3;0
1;2;7;7;0
0;7;5;5;0
0;9;8;8;0
0;7;7;7;0
0;11;4;4;0
1;6;3;3;0
1;3;2;2;0
0;8;5;5;0
0;4;3;3;0
1;8;2;2;0
0;4;3;3;0
0;5;4;4;0
0;5;9;9;0
0;1;9;9;0
0;2;3;3;0
3;4;9;9;0
0;3;8;8;0
0;8;4;4;0
1;6;5;5;0
0;3;5;5;0
1;3;5;5;0
0;3;5;5;0
0;5;7;7;0
0;4;5;5;0
0;5;6;6;0
0;3;3;3;0
0;6;3;3;0
1;4;6;6;0
0;10;2;2;0
0;2;8;8;0
0;5;8;8;0
0;8;7;7;0
0;3;6;6;0
2;6;3;3;0
1;5;6;6;0
0;8;5;5;0
0;7;4;4;0
0;4;9;9;0
0;2;4;4;0
0;1;8;8;0
0;5;4;4;0
0;3;7;7;0
0;1;6;6;0
0;3;8;8;0
0;4;6;6;0
0;9;5;5;0
0;9;6;6;0
0;3;5;5;0
0;6;6;6;0
0;8;5;5;0
1;4;4;4;0
1;4;7;7;0
0;5;4;4;0
1;4;9;9;0
0;5;6;6;0
1;7;5;5;0
0;5;4;4;0
0;6;3;3;0
0;3;5;5;0
0;3;4;4;0
0;5;6;6;0
0;2;9;9;0
1;8;6;6;0
0;8;3;3;0
1;7;4;4;0
0;6;5;5;0
0;1;3;3;0
0;5;6;6;0
2;5;9;9;0
0;4;5;5;0
1;9;3;3;0
1;4;6;6;0
0;8;8;8;0
0;4;8;8;0
1;7;8;8;0
0;6;5;5;0
0;8;6;6;0
0;6;2;2;0
1;5;7;7;0
0;6;5;5;0
0;5;2;2;0
0;6;6;6;0
0;5;4;4;0
1;3;5;5;0
1;6;6;6;0
0;4;7;7;0
0;8;1;1;0
0;6;2;2;0
1;4;8;8;0
0;4;2;2;0
0;3;6;6;0
0;5;3;3;0
2;4;9;9;0
0;6;7;7;0
0;9;8;8;0
0;5;2;2;0
1;3;11;11;0
1;3;6;6;0
0;5;10;10;0
0;3;2;2;0
0;6;4;4;0
0;7;3;3;0
0;5;2;2;0
1;2;5;5;0
0;5;3;3;0
1;8;11;11;0
0;8;6;6;0
0;7;5;5;0
0;5;7;7;0
0;6;4;4;0
0;2;3;3;0
0;6;5;5;0
0;5;4;4;0
1;2;9;9;0
2;6;9;9;0
0;4;3;3;0
0;4;3;3;0
1;5;7;7;0
0;7;4;4;0
1;1;5;5;0
0;2;4;4;0
2;7;7;7;0
0;2;7;7;0
0;6;2;2;0
0;3;5;5;0
0;7;9;9;0
0;7;1;1;0
1;8;5;5;0
2;2;7;7;0
0;10;0;0;0
0;5;6;6;0
0;10;4;4;0
1;2;6;6;0
0;4;8;8;0
0;3;1;1;0
0;2;9;9;0
0;4;4;4;0
0;3;4;4;0
0;10;6;6;0
0;6;7;7;0
0;5;7;7;0
0;7;5;5;0
1;4;4;4;0
0;3;9;9;0
0;5;1;1;0
0;4;6;6;0
2;8;8;8;0
0;7;7;7;0
0;3;3;3;0
0;3;0;0;0
1;6;10;10;0
0;4;8;8;0
0;4;6;6;0
0;4;2;2;0
0;5;5;5;0
0;7;4;4;0
0;2;6;6;0
1;5;3;3;0
0;9;4;4;0
0;1;4;4;0
0;4;4;4;0
2;5;4;4;0
0;0;3;3;0
0;6;4;4;0
0;4;4;4;0
2;5;6;6;0
0;8;6;6;0
0;1;5;5;0
1;9;6;6;0
0;4;5;5;0
1;4;7;7;0
0;6;6;6;0
0;7;5;5;0
0;7;7;7;0
0;5;5;5;0
0;3;3;3;0
0;9;5;5;0
0;1;7;7;0
0;6;2;2;0
0;6;11;11;0
1;7;4;4;0
0;3;7;7;0
1;0;1;1;0
0;9;6;6;0
0;8;1;1;0
0;6;7;7;0
0;2;8;8;0
0;5;4;4;0
0;4;5;5;0
0;6;5;5;0
1;2;7;7;0
0;4;4;4;0
0;4;7;7;0
0;4;6;6;0
0;2;8;8;0
0;3;6;6;0
0;4;5;5;0
0;4;9;9;0
0;4;7;7;0
0;6;8;8;0
0;5;6;6;0
0;5;1;1;0
0;5;2;2;0
0;6;3;3;0
1;6;5;5;0
1;5;9;9;0
0;7;8;8;0
0;5;6;6;0
0;3;2;2;0
0;5;2;2;0
1;7;4;4;0
0;2;3;3;0
1;11;5;5;0
0;3;2;2;0
0;7;2;2;0
0;0;6;6;0
0;6;10;10;0
1;1;10;10;0
0;7;6;6;0
0;8;5;5;0
0;4;4;4;0
0;5;3;3;0
0;5;9;9;0
0;6;7;7;0
0;4;5;5;0
0;7;2;2;0
0;6;5;5;0
0;8;7;7;0
1;6;5;5;0
1;5;8;8;0
2;9;2;2;0
2;7;3;3;0
0;8;5;5;0
0;6;7;7;0
0;1;3;3;0
0;2;5;5;0
0;3;4;4;0
2;4;5;5;0
0;8;5;5;0
0;8;2;2;0
0;6;4;4;0
0;2;2;2;0
1;2;9;9;0
0;3;3;3;0
0;3;5;5;0
0;4;2;2;0
0;2;2;2;0
0;2;2;2;0
1;6;8;8;0
1;10;4;4;0
0;9;4;4;0
0;6;5;5;0
0;5;5;5;0
2;4;7;7;0
0;3;3;3;0
1;9;7;7;0
1;7;7;7;0
1;5;7;7;0
0;2;4;4;0
1;5;4;4;0
0;7;3;3;0
0;4;5;5;0
0;7;1;1;0
0;0;3;3;0
0;1;3;3;0
0;5;3;3;0
0;7;5;5;0
0;3;3;3;0
0;5;5;5;0
0;4;4;4;0
0;3;2;2;0
0;5;5;5;0
0;2;7;7;0
0;4;4;4;0
1;2;7;7;0
2;8;6;6;0
0;3;5;5;0
0;5;2;2;0
0;2;4;4;0
0;2;4;4;0
2;2;5;5;0
1;7;5;5;0
0;3;1;1;0
0;4;3;3;0
0;5;6;6;0
0;5;5;5;0
0;5;2;2;0
0;3;5;5;0
1;6;5;5;0
0;6;3;3;0
0;6;2;2;0
1;4;6;6;0
0;3;2;2;0
0;3;4;4;0
0;5;2;2;0
0;1;4;4;0
0;3;3;3;0
0;3;2;2;0
0;3;2;2;0
0;5;3;3;0
1;3;5;5;0
0;5;6;6;0
1;4;3;3;0
0;2;6;6;0
1;5;9;9;0
1;7;5;5;0
0;4;4;4;0
0;6;3;3;0
1;4;5;5;0
0;5;5;5;0
0;2;5;5;0
0;4;4;4;0
0;4;1;1;0
0;3;6;6;0
0;4;5;5;0
1;1;3;3;0
0;3;2;2;0
0;6;4;4;0
0;5;3;3;0
1;2;4;4;0
0;5;2;2;0
1;4;6;6;0
0;3;6;6;0
0;2;2;2;0
0;5;3;3;0
0;2;4;4;0
0;4;3;3;0
0;2;3;3;0
0;4;5;5;0
1;3;10;10;0
0;2;3;3;0
0;2;2;2;0
0;3;3;3;0
0;4;5;5;0
0;6;7;7;0
0;2;3;3;0
1;6;3;3;0
0;8;1;1;0
0;4;4;4;0
0;4;6;6;0
0;3;4;4;0
1;4;4;4;0
0;5;4;4;0
0;5;5;5;0
0;4;3;3;0
0;1;6;6;0
0;6;3;3;0
0;5;3;3;0
2;2;6;6;0
0;2;0;0;0
0;4;4;4;0
0;3;2;2;0
0;3;5;5;0
1;2;6;6;0
0;5;3;3;0
0;6;4;4;0
0;2;3;3;0
0;3;2;2;0
1;4;7;7;0
1;3;7;7;0
1;3;8;8;0
1;5;2;2;0
0;9;6;6;0
0;3;4;4;0
0;2;4;4;0
0;3;2;2;0
0;5;3;3;0
0;7;5;5;0
0;3;7;7;0
0;2;2;2;0
1;1;3;3;0
2;4;6;6;0
0;6;4;4;0
0;4;3;3;0
1;3;4;4;0
1;4;4;4;0
0;5;5;5;0
1;3;7;7;0
0;6;5;5;0
0;3;3;3;0
0;3;3;3;0
0;4;2;2;0
0;0;2;2;0
0;4;6;6;0
1;2;7;7;0
0;5;1;1;0
1;5;5;5;0
0;3;6;6;0
0;4;6;6;0
0;3;2;2;0
1;2;3;3;0
2;6;5;5;0
0;6;2;2;0
0;7;3;3;0
0;1;3;3;0
0;6;4;4;0
0;4;3;3;0
0;4;1;1;0
0;2;2;2;0
0;3;4;4;0
0;5;3;3;0
0;7;4;4;0
0;2;5;5;0
0;2;1;1;0
0;4;5;5;0
1;4;6;6;0
0;3;4;4;0
1;3;1;1;0
0;3;6;6;0
0;5;11;11;0
0;6;4;4;0
1;5;6;6;0
0;3;3;3;0
0;3;2;2;0
0;2;4;4;0
0;2;5;5;0
0;6;5;5;0
1;6;3;3;0
0;1;4;4;0
1;4;7;7;0
1;6;2;2;0
0;6;1;1;0
1;2;5;5;0
1;2;7;7;0
0;3;3;3;0
0;2;5;5;0
0;3;3;3;0
0;3;5;5;0
0;4;3;3;0
2;3;3;3;0
0;1;4;4;0
0;2;1;1;0
0;4;2;2;0
0;3;6;6;0
0;4;5;5;0
0;5;6;6;0
0;1;7;7;0
0;5;2;2;0
0;5;7;7;0
0;4;2;2;0
0;0;4;4;0
1;6;7;7;0
2;11;7;7;0
0;4;7;7;0
0;5;4;4;0
1;3;5;5;0
1;2;5;5;0
0;4;7;7;0
0;5;2;2;0
1;5;6;6;0
0;2;2;2;0
0;4;3;3;0
0;6;8;8;0
0;1;1;1;0
1;1;2;2;0
0;4;3;3;0
1;6;6;6;0
0;3;3;3;0
0;5;4;4;0
0;3;1;1;0
0;5;3;3;0
0;3;3;3;0
1;1;5;5;0
0;4;5;5;0
0;1;1;1;0
1;2;6;6;0
0;6;5;5;0
0;5;5;5;0
0;6;1;1;0
0;7;3;3;0
0;2;5;5;0
0;7;1;1;0
